,Acquired Immunodeficiency Syndrome,Glioma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Lymphoma,Stomach Neoplasms,Thyroid Neoplasms,Uterine Cervical Neoplasms,"Cardiomyopathy, Dilated",Alzheimer Disease,Colonic Neoplasms,"Myositis, Inclusion Body",Ovarian Neoplasms,Prostatic Neoplasms,Huntington Disease,Lung Neoplasms,Breast Neoplasms,Neoplasms,Melanoma,Schizophrenia,"Carcinoma, Hepatocellular",Neuroblastoma,Colorectal Neoplasms,Eosinophilic Esophagitis,Osteosarcoma,"Thyroid Cancer, Papillary",Retinoblastoma,"Carcinoma, Squamous Cell",Glioblastoma,Astrocytoma,Esophageal Neoplasms,Tongue Neoplasms,Aging,Seizures,Mental Disorders,Depression,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Carcinoma,Wilms Tumor,"Diabetes Mellitus, Type 2",Gallbladder Neoplasms,"Leukemia, Myeloid, Acute",Adenocarcinoma of Lung,Pancreatic Neoplasms,"Intracranial Hemorrhage, Hypertensive",Stroke,"Stroke, Lacunar",Peripheral Arterial Disease,"Glaucoma, Open-Angle",Intracranial Aneurysm,Leukemia,Cardiovascular Diseases,Carotid Stenosis,Glaucoma,Atherosclerosis,"Carcinoma, Basal Cell",Endometriosis,Coronary Artery Disease,Aortic Aneurysm,"Neurofibroma, Plexiform",Myocardial Infarction,"Aortic Aneurysm, Abdominal",Periodontitis,Neurofibromatosis 1,Diabetes Mellitus,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Frailty,Neurofibromatoses,Primary Myelofibrosis,Hypertension,Heart Failure,Medulloblastoma,"Leukemia, Lymphocytic, Chronic, B-Cell","Osteoporosis, Postmenopausal",Bone Diseases,Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Autism Spectrum Disorder,"Depressive Disorder, Major",Psychotic Disorders,Mood Disorders,"Leukemia, Lymphoid",Kidney Neoplasms,"Lymphoma, B-Cell","Leukemia, T-Cell",Multiple Myeloma,"Lupus Erythematosus, Systemic","Lymphoma, Mantle-Cell",Osteoarthritis,Liver Cirrhosis,Head and Neck Neoplasms,"Carcinoma, Ovarian Epithelial",Hematopoiesis,Hydatidiform Mole,Marek Disease,Neural Tube Defects,Pheochromocytoma,Congenital Hyperinsulinism,Pre-Eclampsia,Prader-Willi Syndrome,Hyperprolactinemia,Silver-Russell Syndrome,Adenocarcinoma,"Neoplasms, Germ Cell and Embryonal",Meningioma,Liver Neoplasms,Gestational Trophoblastic Disease,Choriocarcinoma,Pituitary Neoplasms,Adrenocortical Carcinoma,Trophoblastic Neoplasms,Infertility,Beckwith-Wiedemann Syndrome,"Arthritis, Rheumatoid","Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Polycythemia Vera,Hyperhomocysteinemia,Obesity,Fibrosis,Rhabdomyosarcoma,Insulinoma,"Infarction, Middle Cerebral Artery","Carcinoma, Embryonal",Parkinson Disease,"Heart Defects, Congenital",Pneumoconiosis,"Colitis, Ulcerative",Diabetic Cardiomyopathies,"Aortic Aneurysm, Thoracic",Ependymoma,Sarcoma,Heart Diseases,Hepatitis C,Squamous Cell Carcinoma of Head and Neck,Gastrointestinal Stromal Tumors,Asthenozoospermia,Cerebrovascular Disorders,Multiple Sclerosis,Sjogren's Syndrome,"Thyroiditis, Autoimmune","Diabetes Mellitus, Type 1",Narcolepsy,Fibroma,Fibrosarcoma,Uterine Neoplasms,"Sarcoma, Endometrial Stromal","Carcinoma, Endometrioid",Hyperglycemia,HIV,"Vitreoretinopathy, Proliferative",Congenital Microtia,Retinal Degeneration,Amyotrophic Lateral Sclerosis,Familial Primary Pulmonary Hypertension,Hemangioma,Heroin Dependence,Myelodysplastic Syndromes,Metabolic Syndrome,"Purpura, Thrombocytopenic",Liver Diseases,Substance-Related Disorders,Diabetic Retinopathy,Myopia,"Leukemia, Myeloid",Syndrome,Psoriasis,Diabetic Nephropathies,Plasmacytoma,Hodgkin Disease,Burkitt Lymphoma,Cleft Lip,Cardiomegaly,"Leukemia, Promyelocytic, Acute",Asthma,Spinocerebellar Ataxias,Cardiomyopathies,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,"Anemia, Aplastic",Dyskeratosis Congenita,"Multiple Sclerosis, Relapsing-Remitting",Hepatoblastoma,"Renal Insufficiency, Chronic",Prostatic Hyperplasia,Lithiasis,"Epilepsy, Temporal Lobe",Neurodegenerative Diseases,Klinefelter Syndrome
Prader-Willi Syndrome,0,0,0,0,0,0,0,0,0,0.03757555,0,0.034034066,0,0,0.123103014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160104856,0,0,0,0,0,0,0.103485672,0.034458109,0,0,0,0,0.026942599,0.032572091,0.025195985,0,0,0.024595249,0,0,0.024595249,0,0,0,0,0,0,0.025924432,0,0,0,0.11863573,0.044218007,0,0,0.146954195,0,0,0,0,0,0.034414095,0,0,0,0.29482632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204984469,0,0.082841313,0,1,0.02332667,0.404354081,0,0,0.028239963,0,0,0,0.020612204,0,0,0,0.485764761,0,0,0,0.157094835,0.351192421,0,0,0,0.019927988,0,0.052392822,0.135106847,0,0,0,0,0,0,0,0,0,0,0,0.041174069,0.042131829,0,0,0.030936077,0.027880174,0,0,0,0,0,0.047494476,0,0,0.179493227,0,0.061902663,0,0,0,0,0.057591028,0,0,0,0,0,0,0,0,0,0,0,0,0.105457193,0,0,0,0.149215157,0,0,0,0.193035693,0.033055563,0,0,0,0,0.026290395,0.096783523,0.208129227
Hyperprolactinemia,0,0,0,0,0,0,0.094837046,0,0,0.171057759,0,0.038060364,0.07449843,0,0.117835073,0,0,0,0,0,0,0,0,0,0,0.06319157,0,0,0,0,0,0,0,0.079823419,0,0,0.078203944,0,0,0,0,0.113178806,0,0,0,0.089658511,0.141848053,0.18850605,0.127897831,0,0,0.123328049,0,0,0.123328049,0,0,0,0,0,0,0.025164895,0,0,0,0.034163874,0.15200684,0,0,0.048857237,0,0,0,0,0,0,0,0,0,0.043108787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056647622,0,0,0,0.079803307,0,0,0,0.02332667,1,0,0,0,0.028651158,0,0,0,0.365948598,0.053107703,0,0,0,0,0,0,0,0,0,0,0.057831065,0.087757729,0,0.176459392,0,0,0,0.07762394,0,0,0,0,0,0,0,0,0.258316723,0.050426883,0,0.080779724,0.095882897,0.028212996,0,0,0,0,0.043456582,0,0,0,0,0,0.099769257,0,0,0,0,0,0,0,0,0.058252279,0,0,0,0,0.072967935,0,0,0,0,0,0,0,0.115156641,0,0,0,0,0.036339009,0,0,0,0,0.136519434,0.148570529,0.06307304
Silver-Russell Syndrome,0,0,0,0,0,0,0,0,0,0,0,0.06231964,0,0,0.101543194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112196423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093809266,0,0,0,0.112690512,0,0,0,0,0,0.049759509,0.126604034,0,0,0.495662112,0,0,0,0,0,0,0,0,0,0,0,0.076953824,0,0,0,0,0,0,0.162611978,0,0.060478159,0,0.404354081,0,1,0,0,0,0,0,0,0,0,0,0,0.540497086,0.064026106,0,0,0.099636068,0,0,0,0,0,0,0,0.150345904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041306608,0,0,0,0,0,0,0,0,0,0,0,0.200351749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116794036,0,0,0,0.096644865,0,0,0,0.211951594,0,0,0,0,0,0,0,0.227618506
Adenocarcinoma,0,0.277695668,0.03641352,0.046454496,0.222442144,0.049532348,0.061856748,0.038128698,0,0,0.035799907,0,0.047923255,0.04952139,0,0.051649756,0.093501946,0.335875462,0.16710323,0,0.578996513,0.207531551,0.035250988,0,0.13664327,0.468811692,0.189109445,0.520841644,0.207531551,0.235785032,0.056140193,0.049523355,0,0,0,0,0.05043323,0.042227728,0.531352878,0.787136758,0.137404893,0,0.049532348,0.165533134,0.619253192,0.058272435,0,0,0,0,0,0,0.318495287,0,0,0,0,0.520841644,0,0,0,0.114609433,0,0,0,0.089307605,0,0.132555069,0,0.110201176,0,0,0,0.211650135,0.114567984,0,0,0,0,0,0,0,0,0,0.157242644,0.046454496,0.143093229,0.132555069,0.114645558,0,0.143093229,0,0,0.120286341,0.342732345,0,0.128887148,0,0,0.108422306,0,0,0,0,0,1,0.318495287,0.150477118,0.068703852,0.155370744,0.59740269,0.048173875,0.550142849,0.193340692,0,0,0,0.127832631,0.048276262,0,0,0,0.122366375,0.198115258,0,0.221445973,0,0,0,0,0,0,0.235785032,0.221445973,0,0,0.403647517,0.123183165,0,0,0,0,0,0,0,0.132161811,0.13664327,0.048280677,0.143733383,0.44554422,0,0,0,0,0,0,0,0.221445973,0,0,0,0,0,0,0,0,0.221445973,0,0,0,0.174190592,0.176122739,0.089041006,0,0,0.132163264,0,0,0,0.114567984,0,0,0,0.221445973,0,0,0,0,0,0
"Neoplasms, Germ Cell and Embryonal",0,0.499105633,0.081833474,0.087281464,0.340757809,0.093484845,0.105049504,0.078688251,0,0,0.080354537,0,0.080120154,0.093463921,0,0.097783356,0.14437925,0.458881481,0.499426682,0,0.202779596,0.4576512,0.07237544,0,0.258672962,0.180073936,0.331629348,0.278924977,0.4576512,0.474398497,0.094726352,0.093465369,0,0,0,0,0.084553681,0.08779516,0.179920851,0.385610632,0.219002574,0,0.093484845,0.318495287,0.211759916,0.098562633,0,0,0,0,0,0,0.503139435,0,0,0,0,0.278924977,0,0,0,0.238737693,0,0,0,0.171335901,0,0.250369662,0,0.19090468,0,0,0,0.422312064,0.238644568,0,0,0,0,0,0,0,0,0,0.266293452,0.087281464,0.271876062,0.250369662,0.190680877,0,0.271876062,0,0,0.190021027,0.1785253,0,0.503897471,0,0,0.488964748,0,0,0,0,0,0.318495287,1,0.254100715,0.117593756,0.543946531,0.438822317,0.08056172,0.186674363,0.600916211,0,0,0,0.24081052,0.090945957,0,0,0,0.256250193,0.205535679,0,0.766409081,0,0,0,0,0,0,0.474398497,0.385610632,0,0,0.246904071,0.231457666,0,0,0,0,0,0,0,0.278645019,0.258672962,0.090954866,0.24201706,0.14943566,0,0,0,0,0,0,0,0.385610632,0,0,0,0,0,0,0,0,0.385610632,0,0,0,0.297148814,0.300703928,0.182284699,0,0,0.278645047,0,0,0,0.238644568,0,0,0,0.385610632,0,0,0,0,0,0
Meningioma,0,0.245901645,0.070845897,0.093192163,0.196177921,0.097817775,0.123345354,0.076288032,0,0.044819172,0.069957667,0.041984234,0.101127951,0.097800896,0.032804993,0.100918111,0.181661737,0.226298016,0.260475303,0,0.150767734,0.205428232,0.071833048,0,0.131009594,0.136705741,0.221619341,0.137906354,0.205428232,0.221549049,0.114533161,0.097805141,0,0.074145046,0,0,0.105319182,0.082361216,0.126938001,0.189018479,0.162656666,0,0.097817775,0.150477118,0.14283657,0.117866357,0.033015578,0.039781555,0.030430789,0,0,0.029558931,0.254100715,0,0.029558931,0,0,0.137906354,0,0,0,0.311892768,0,0,0,0.20785283,0,0.128081208,0,0.243958552,0,0,0,0.204545906,0.114647366,0,0,0,0,0,0,0,0,0,0.147202063,0.093192163,0.135537765,0.128081208,0.114686707,0,0.135537765,0,0,0.217243669,0.139302782,0,0.125085695,0,0.074130666,0.219128883,0,0,0.028239963,0.028651158,0,0.150477118,0.254100715,1,0.133388993,0.144708839,0.124352144,0.214112764,0.130432067,0.173599471,0,0,0,0.12464152,0.095947821,0,0,0,0.120288103,0.139830914,0.023689579,0.189018479,0.062796755,0,0,0,0,0,0.221549049,0.189018479,0,0,0.194407368,0.121193095,0,0.05003464,0.051457089,0,0,0,0.034434727,0.127097109,0.131009594,0.095954437,0.13735152,0.1102878,0,0,0,0,0,0.040459509,0,0.375678124,0,0,0,0,0,0,0,0,0.189018479,0,0,0,0.159006935,0.160314745,0.094676,0,0,0.127098172,0,0.029918036,0,0.114647366,0,0,0.040506013,0.189018479,0,0,0,0.032041221,0.123367526,0
Liver Neoplasms,0,0.059382236,0.119310186,0.140606912,0.086351449,0.386759888,0.176983803,0.121247121,0,0,0.305598802,0,0.140900881,0.148748703,0,0.154325239,0.251098244,0.289342406,0.068031551,0,0.687652316,0.04828439,0.294001555,0.061821811,0.058241041,0.125401138,0.111702946,0.061884107,0.04828439,0.052729147,0.374164853,0.148753049,0,0,0,0,0.14754722,0.132615176,0.107237859,0.086733877,0.124547177,0,0.386759888,0.068703852,0.122882078,0.436436947,0,0,0,0,0,0,0.117593756,0,0,0,0,0.061884107,0,0,0,0.051174509,0,0,0,0.052538635,0,0.056715058,0,0.06625088,0,0,0,0.047993082,0.051158418,0,0,0,0,0,0,0,0,0,0.064478663,0.140606912,0.06062617,0.056715058,0.048522759,0,0.06062617,0,0.384480008,0.311365834,0.113050974,0,0.061560946,0,0,0.049872531,0.093163578,0,0,0,0,0.068703852,0.117593756,0.133388993,1,0.072920692,0.061108557,0.141567481,0.110627683,0.089421995,0,0,0,0.054937058,0.145457793,0,0,0,0.054158778,0.311641148,0,0.086733877,0,0,0,0.076358017,0,0,0.052729147,0.086733877,0,0.199701159,0.182517451,0.278361952,0,0,0,0,0,0,0,0.057853913,0.058241041,0.145469497,0.059527104,0.091447685,0,0,0,0,0,0,0,0.086733877,0,0,0,0,0.537913495,0,0,0,0.086733877,0,0,0,0.070553953,0.071237405,0.040951692,0,0,0.057854315,0,0,0,0.051158418,0,0,0,0.086733877,0,0,0,0,0,0
Gestational Trophoblastic Disease,0,0.23177091,0.044844813,0.094539834,0.20739081,0.05593305,0.066547287,0.079763085,0,0,0.044188548,0,0.087082606,0.055922396,0,0.05800917,0.094376259,0.287226627,0.249658743,0,0.102295584,0.182942659,0.042539129,0,0.131819544,0.089169357,0.164885441,0.140024342,0.182942659,0.202495335,0.06109183,0.055924033,0,0,0,0,0.055519063,0.087205188,0.119470962,0.20207634,0.160470024,0,0.05593305,0.155370744,0.102194678,0.063141435,0,0,0,0,0,0,0.281982406,0,0,0,0,0.140024342,0.071583486,0,0,0.112634046,0,0,0,0.090338233,0,0.128380456,0,0.109234053,0,0,0,0.184388772,0.1125988,0,0,0,0,0,0,0,0,0,0.150442777,0.094539834,0.137189871,0.128380456,0.11333187,0,0.137189871,0,0,0.11689426,0.124086963,0,0.844064349,0,0,0.198532959,0,0.187317558,0,0,0,0.155370744,0.543946531,0.144708839,0.072920692,1,0.586091656,0.053276843,0.092045626,0.857208217,0.060518345,0,0,0.12437429,0.054690603,0,0,0,0.119170347,0.099712277,0,0.385886486,0,0,0,0,0,0,0.202495335,0.20207634,0,0,0.126699069,0.120393735,0,0,0,0,0,0,0,0.127257305,0.131819544,0.097796376,0.16273827,0.101934699,0,0,0,0,0,0,0,0.20207634,0,0,0,0,0,0,0,0,0.20207634,0,0,0.042547025,0.164552688,0.166138112,0.090219168,0,0,0.127258578,0,0,0,0.1125988,0,0,0,0.20207634,0.041987161,0,0,0,0,0.030240809
Choriocarcinoma,0,0.276094251,0.037679307,0.080667674,0.176324224,0.047324262,0.056568671,0.06799808,0,0,0.037214545,0,0.076350536,0.047316484,0,0.048802361,0.079081031,0.221675555,0.211660461,0,0.368552496,0.206020423,0.036626372,0,0.110911383,0.294165311,0.206001632,0.335361425,0.206020423,0.233919049,0.052577559,0.047317957,0,0,0,0,0.048396566,0.073333052,0.36915903,0.496176272,0.141432145,0,0.047324262,0.127124622,0.385305967,0.054088401,0,0,0,0,0,0,0.227485912,0,0,0,0,0.335361425,0.058273272,0,0,0.09439194,0,0,0,0.079326807,0,0.108465807,0,0.096214455,0,0,0,0.216212782,0.094367185,0,0,0,0,0,0,0,0,0,0.128562854,0.080667674,0.114686993,0.108465807,0.100453101,0,0.114686993,0,0,0.094303037,0.268345742,0,0.491875314,0,0,0.164026407,0,0.152487435,0,0,0,0.59740269,0.438822317,0.124352144,0.061108557,0.586091656,1,0.046683875,0.352259599,0.724952883,0.050723472,0,0,0.105592992,0.046431787,0,0,0,0.098940643,0.142375616,0,0.314086592,0,0,0,0,0,0,0.233919049,0.164477045,0,0,0.263168304,0.102709548,0,0,0,0,0,0,0,0.104451561,0.110911383,0.083027162,0.140634741,0.321234471,0,0,0,0,0,0,0,0.164477045,0,0,0,0,0,0,0,0,0.164477045,0,0,0.036191581,0.138728353,0.139852159,0.078125022,0,0,0.10445276,0,0,0,0.094367185,0,0,0,0.164477045,0.034625383,0,0,0,0,0.026224435
Pituitary Neoplasms,0,0.043396704,0.087441476,0.105765495,0.064559564,0.110323318,0.344481305,0.091064176,0,0.140052116,0.086494124,0.029161815,0.289140473,0.11030708,0.106077058,0.113346181,0.183189905,0.184505932,0.050620076,0,0.101644466,0.034723435,0.086386635,0,0.042784524,0.252411858,0.088533951,0.044718414,0.034723435,0.038163698,0.123969761,0.110310652,0,0.05650744,0,0,0.299781305,0.09733058,0.082927595,0.060293754,0.099034193,0.092031787,0.110323318,0.048173875,0.091984467,0.331076755,0.116080016,0.147836632,0.108208103,0,0,0.105512041,0.08056172,0,0.105512041,0,0,0.044718414,0,0,0,0.086847667,0,0,0,0.070203872,0.118050594,0.041954803,0,0.09254291,0,0,0,0.035619633,0.037334059,0,0,0,0,0.044839832,0,0,0,0,0.048626421,0.105765495,0.04405683,0.041954803,0.038963825,0,0.04405683,0,0,0.213312069,0.232754466,0,0.044548147,0,0.056498106,0.035537582,0,0,0.020612204,0.365948598,0,0.048173875,0.08056172,0.214112764,0.141567481,0.053276843,0.046683875,1,0.22120082,0.066260051,0,0,0,0.040974263,0.108487504,0,0,0,0.038907531,0.235135166,0.081108877,0.060293754,0.143024076,0,0,0,0.069178951,0,0.038163698,0.060293754,0,0,0.135347106,0.039983833,0,0.196272047,0.037873543,0,0.07109277,0.082203749,0.022665902,0.040778622,0.042784524,0.108494015,0.045756087,0.118274966,0,0,0,0,0,0.081852776,0,0.060293754,0,0,0,0,0,0,0.055967108,0,0.060293754,0,0,0.066265547,0.052003444,0.05237306,0.031588286,0,0,0.040779006,0,0.102203123,0,0.037334059,0,0,0.028281477,0.060293754,0,0,0,0.113136173,0.094870443,0.059690802
Adrenocortical Carcinoma,0,0.160925381,0.050574966,0.073825975,0.145518693,0.07736732,0.267112923,0.057369391,0,0,0.049961015,0,0.220305587,0.077353888,0,0.079735371,0.157177366,0.189910758,0.104088654,0,0.380077606,0.106344172,0.054121048,0,0.07969448,0.413969194,0.158513751,0.297645036,0.106344172,0.128060912,0.095468375,0.077358196,0,0,0,0,0.229178644,0.061777443,0.344852739,0.450300756,0.123242753,0.072384239,0.07736732,0.09106687,0.386623727,0.255623032,0,0,0,0,0,0,0.186674363,0,0,0,0,0.297645036,0,0,0,0.062881771,0,0,0,0.055729142,0.101832186,0.077971628,0,0.072865578,0,0,0,0.118563121,0.06286563,0,0,0,0,0.027644424,0,0,0,0,0.099551368,0.073825975,0.082345921,0.077971628,0.07811187,0,0.082345921,0,0,0.186666878,0.354775871,0,0.07160702,0,0,0.05492142,0,0,0,0.053107703,0,0.550142849,0.186674363,0.130432067,0.110627683,0.092045626,0.352259599,0.22120082,1,0.122216079,0,0,0,0.075948909,0.075937257,0,0,0,0.065846277,0.239490356,0,0.126683563,0,0,0,0,0.048607633,0,0.128060912,0.126683563,0,0,0.295257804,0.073914377,0,0,0,0,0.050112264,0.063796475,0,0.069427716,0.07969448,0.07594232,0.093088227,0.328599018,0,0,0,0,0,0,0,0.126683563,0,0,0,0,0,0,0.035247404,0,0.126683563,0,0,0.046336161,0.107260532,0.108109473,0.05223572,0,0,0.069429119,0,0,0,0.06286563,0,0,0,0.126683563,0,0,0,0,0,0.041290093
Trophoblastic Neoplasms,0,0.294186289,0.06252877,0.119959855,0.235399202,0.072342881,0.081978116,0.106022241,0,0,0.061660934,0,0.108324131,0.0723301,0,0.074891135,0.109771771,0.295221551,0.307292109,0,0.132977206,0.251559255,0.057768693,0,0.165520444,0.118638571,0.212456125,0.175269549,0.251559255,0.268597108,0.075552584,0.072331466,0,0,0,0,0.068937022,0.115411486,0.158052688,0.238232441,0.19305537,0,0.072342881,0.193340692,0.135053778,0.077972922,0,0,0,0,0,0,0.314681268,0,0,0,0,0.175269549,0.08248513,0,0,0.14813582,0,0,0,0.117060466,0,0.161417235,0,0.134610849,0,0,0,0.245753745,0.148091871,0,0,0,0,0,0,0,0,0,0.18016163,0.119959855,0.171911696,0.161417235,0.137278052,0,0.171911696,0,0,0.134297805,0.158923516,0,0.759391776,0,0,0.268388972,0,0.215845812,0,0,0,0.193340692,0.600916211,0.173599471,0.089421995,0.857208217,0.724952883,0.066260051,0.122216079,1,0.070396487,0,0,0.15662042,0.070813046,0,0,0,0.156259495,0.131927719,0,0.450026181,0,0,0,0,0,0,0.268597108,0.238232441,0,0,0.159524966,0.151841794,0,0,0,0,0,0,0,0.16624537,0.165520444,0.123892801,0.200455648,0.135681765,0,0,0,0,0,0,0,0.238232441,0,0,0,0,0,0,0,0,0.238232441,0,0,0.052424585,0.196212007,0.198008683,0.119895989,0,0,0.166246265,0,0,0,0.148091871,0,0,0,0.238232441,0.053859798,0,0,0,0,0.039420011
Infertility,0,0,0,0.227921896,0,0,0,0.241667954,0,0,0,0,0.212726806,0.238186666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192592102,0.264296148,0.173839333,0,0.152783197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457191222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227921896,0,0,0,0,0,0,0,0,0.183083709,0,0.053718683,0,0,0,0,0.088218282,0,0,0,0,0,0,0,0.060518345,0.050723472,0,0,0.070396487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493264,0,0,0,0,0,0,0,0,0.289934578,0.181844275,0.172809229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232761273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241698791,0.299301105,0,0,0,0.173885703
Beckwith-Wiedemann Syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119669027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134747365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113254837,0,0,0,0.135460665,0,0,0,0,0,0,0,0,0,0.380600507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214684933,0,0.074192058,0,0.485764761,0,0.540497086,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.121855058,0,0,0,0,0,0,0,0.193809388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260552104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148543704,0,0,0,0.117411818,0,0,0,0.263238694,0,0,0,0,0,0,0,0.279691269
"Arthritis, Rheumatoid",0.067586216,0,0,0,0.073988166,0,0,0,0,0,0,0.085918143,0,0,0,0,0.061312261,0,0,0,0,0,0,0.062391608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065632792,0,0,0,0,0,0,0.061269235,0.07203564,0.159079392,0,0,0.048347108,0,0,0,0,0.071861844,0,0.062056462,0.065632792,0.05630621,0.478049701,0.062056462,0.527628893,0,0,0,0,0,0.059737351,0,0,0,0,0,0,0.064026106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183599969,0.674407488,0.255316566,0.238897469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09672874,0,0,0,0,0,0,0.070202317,0,0.077466029,0.066924337,0.04708532,0,0,0,0.059603463,0,0,0.061269235,0,0.052836187,0.167200728,0,0,0,0,0,0,0
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",0,0.111870243,0.029226239,0.038103372,0.233121345,0.040149912,0.050470156,0.031235205,0,0,0.028829116,0,0.040792816,0.040142508,0,0.041530393,0.074755881,0.236890505,0.135836255,0,0.085031738,0.082456576,0.029277166,0.086316956,0.109890494,0.073677615,0.08135615,0.116194837,0.082456576,0.094203106,0.046598638,0.040144206,0,0,0,0,0.042597382,0.033933601,0.073773191,0.169685536,0.117779973,0,0.040149912,0.454385156,0.083743376,0.048057984,0,0,0,0,0,0,0.478615873,0,0,0,0,0.116194837,0,0,0,0.091648353,0,0,0,0.076176075,0,0.254556233,0,0.094383055,0.455249328,0,0,0.086381296,0.217504379,0,0,0,0,0.029887253,0,0,0,0,0.306825271,0.038103372,0.149935102,0.254556233,0.176227245,0,0.149935102,0,0,0.09094708,0.082285553,0,0.102330556,0.040790572,0,0.084934947,0,0,0,0,0,0.127832631,0.24081052,0.12464152,0.054937058,0.12437429,0.105592992,0.040974263,0.075948909,0.15662042,0,0,0,1,0.410336582,0,0,0,0.096543462,0.081845291,0,0.169685536,0,0,0,0,0,0,0.094203106,0.169685536,0,0,0.105852104,0.101013342,0,0,0,0,0,0,0,0.102539579,0.109890494,0.039323559,0.119978796,0.063513446,0,0,0,0,0,0,0,0.169685536,0,0.338430344,0,0.08415422,0,0,0,0,0.603152636,0,0,0,0.14048262,0.184079436,0.099217476,0,0,0.364485002,0,0,0,0.217504379,0.306911554,0,0,0.169685536,0,0,0,0,0,0
Polycythemia Vera,0,0.042247867,0.077378682,0.100884826,0.12014361,0.10630351,0.133630401,0.082698748,0,0,0.076327242,0,0.108007076,0.106283907,0,0.109958662,0.197935693,0.23689504,0.051299498,0,0.096078818,0.031138743,0.077514495,0.086318758,0.041500194,0.090680704,0.08134986,0.0438811,0.031138743,0.035575245,0.1233795,0.106288404,0,0,0,0,0.112785125,0.089843249,0.073759921,0.064083321,0.093906171,0,0.10630351,0.048276262,0.083733965,0.127243512,0,0,0,0,0,0,0.090945957,0,0,0,0,0.0438811,0,0,0,0.034610431,0,0,0,0.040301597,0,0.081931352,0,0.05351759,0.45526352,0,0,0.032621308,0.070005462,0,0,0,0,0.029887818,0,0,0,0,0.098755149,0.100884826,0.078974982,0.081931352,0.114610396,0,0.078974982,0,0,0.240807547,0.082273715,0,0.043669136,0.040791385,0,0.032074698,0,0,0,0,0,0.048276262,0.090945957,0.095947821,0.145457793,0.054690603,0.046431787,0.108487504,0.075937257,0.070813046,0,0,0,0.410336582,1,0,0,0,0.036459092,0.081833935,0,0.064083321,0,0,0,0,0,0,0.035575245,0.064083321,0,0,0.137491958,0.038147651,0,0,0,0,0,0,0,0.038723561,0.041500194,0.10411555,0.045310684,0.063502646,0,0,0,0,0,0,0,0.064083321,0,0.338441168,0,0.084155933,0,0,0,0,0.064083321,0,0,0,0.053054276,0.095872939,0.052831741,0,0,0.038724072,0,0,0,0.070005462,0.306920455,0,0,0.064083321,0,0,0,0,0,0
