,Acquired Immunodeficiency Syndrome,Neoplasms,Cardiomegaly,Stomach Neoplasms,Multiple Sclerosis,Glioma,"Cardiomyopathy, Dilated",Hepacivirus,Spinocerebellar Ataxias,Alzheimer Disease,"Myositis, Inclusion Body",Ovarian Neoplasms,Melanoma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Esophageal Squamous Cell Carcinoma,"Thyroid Cancer, Papillary",Osteosarcoma,Retinoblastoma,"Carcinoma, Hepatocellular",Colorectal Neoplasms,Lung Neoplasms,Breast Neoplasms,Aging,Uterine Cervical Neoplasms,Esophageal Neoplasms,Parotid Neoplasms,Tongue Neoplasms,Depression,Huntington Disease,Mental Disorders,Schizophrenia,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Prostatic Neoplasms,Adenocarcinoma of Lung,"Leukemia, Myeloid, Acute",Gallbladder Neoplasms,Colonic Neoplasms,Small Cell Lung Carcinoma,Pancreatic Neoplasms,Hematologic Neoplasms,Atherosclerosis,Periodontitis,"Aortic Aneurysm, Abdominal",Precursor Cell Lymphoblastic Leukemia-Lymphoma,Aortic Aneurysm,"Carcinoma, Basal Cell",Cardiovascular Diseases,Coronary Artery Disease,Coronary Disease,Diabetes Mellitus,Endometriosis,Intracranial Aneurysm,Frailty,Glaucoma,Leukemia,Myocardial Infarction,Nasopharyngeal Carcinoma,Neurofibromatoses,Peripheral Arterial Disease,"Neurofibroma, Plexiform",Stroke,"Diabetes Mellitus, Type 2",Thyroid Neoplasms,Hypertension,Primary Myelofibrosis,"Leukemia, Lymphocytic, Chronic, B-Cell",Medulloblastoma,Bone Diseases,"Osteoporosis, Postmenopausal",Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Mood Disorders,Autism Spectrum Disorder,"Leukemia, Lymphoid",Lymphoma,"Carcinoma, Embryonal",Autoimmune Diseases,Kidney Neoplasms,Head and Neck Neoplasms,Liver Cirrhosis,Osteoarthritis,"Lymphoma, Mantle-Cell",Adrenocortical Carcinoma,Beckwith-Wiedemann Syndrome,Hydatidiform Mole,Choriocarcinoma,Congenital Hyperinsulinism,"Neoplasms, Germ Cell and Embryonal",Gestational Trophoblastic Disease,Glioblastoma,Hyperhomocysteinemia,Infertility,Liver Neoplasms,Marek Disease,Meningioma,Neural Tube Defects,Neuroblastoma,Obesity,Pheochromocytoma,Pituitary Neoplasms,Prader-Willi Syndrome,Pre-Eclampsia,Silver-Russell Syndrome,Trophoblastic Neoplasms,Wilms Tumor,Diabetic Cardiomyopathies,"Colitis, Ulcerative",Pneumoconiosis,"Heart Defects, Congenital",Parkinson Disease,Adenocarcinoma,Gastrointestinal Neoplasms,"Arthritis, Rheumatoid",Gastrointestinal Stromal Tumors,Asthenozoospermia,Squamous Cell Carcinoma of Head and Neck,"Diabetes Mellitus, Type 1",Uterine Neoplasms,Multiple Myeloma,Hemangioma,"Carcinoma, Ovarian Epithelial",Pulmonary Arterial Hypertension,Amyotrophic Lateral Sclerosis,"Vitreoretinopathy, Proliferative",Congenital Microtia,HIV,Diabetic Retinopathy,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Substance-Related Disorders,Myelodysplastic Syndromes,"Purpura, Thrombocytopenic",Metabolic Syndrome,Myopia,"Leukemia, Myeloid",Down Syndrome,Psoriasis,Burkitt Lymphoma,Cleft Lip,Diabetic Nephropathies,Hodgkin Disease,Plasmacytoma,Asthma,"Leukemia, Promyelocytic, Acute","Lymphoma, B-Cell",Rhabdomyosarcoma,"Anemia, Aplastic",Dyskeratosis Congenita,"Renal Insufficiency, Chronic",Hepatoblastoma,"Carcinoma, Squamous Cell",Urinary Bladder,Klinefelter Syndrome,"Glomerulonephritis, Membranous"
Uterine Neoplasms,0,0.236923077,0,0.106311596,0,0.042251249,0,0,0,0,0,0.472686207,0.051303352,0.077384816,0.302161104,0.084005453,0.090686588,0.041503457,0.081354595,0.096085424,0.07751977,0.109967313,0.197951629,0,0.794308471,0.123387921,0.083755886,0.106296488,0,0,0,0,0.198901392,0.862922419,0.22090863,0.211257522,0.083740121,0.048280677,0.106311596,0.076333211,0.077384816,0.127252469,0.205156385,0,0,0,0.040498435,0,0.043884748,0,0,0,0,0.338269357,0,0,0,0.090954866,0,0.07436818,0.053520675,0,0.034613215,0,0,0.13364028,0,0,0.034603203,0.032623782,0,0,0,0,0,0,0,0.048814736,0.068565972,0.064089336,0,0.302161104,0.240831135,0,0,0.043063786,0.07594232,0,0.079956479,0.083027162,0,0.090954866,0.097796376,0.031141373,0,0.289934578,0.145469497,0,0.095954437,0,0.031141373,0,0.032077488,0.108494015,0,0.065270995,0,0.123892801,0.224238413,0,0,0,0,0,0.048280677,0.145469497,0,0.038150408,0,0.137502415,0,1,0.0373935,0.064089336,0.37791265,0,0,0,0,0,0,0.039323559,0,0,0,0,0,0.064089336,0,0,0.028148661,0,0.103637677,0.053531388,0.053058399,0,0.038727557,0.043063786,0.036462182,0,0,0.100804972,0.064089336,0.043884748,0,0.074320975,0.074673974
Multiple Myeloma,0.043386128,0.162335777,0.063716536,0.037968012,0.041481178,0.104323651,0.051237682,0,0,0,0,0.038829953,0.122242497,0.03000441,0.03653336,0.076702422,0.076339058,0.102986229,0.082117489,0.084979598,0.029959922,0.038913822,0.06278609,0,0.03144302,0.042985314,0.031737814,0.03796411,0,0,0,0,0.04014961,0.033409482,0.076407716,0.03796285,0.084026386,0.114645558,0.037968012,0.029708609,0.03000441,0.043989598,0.211865459,0.115254793,0,0.110422048,0.333430031,0.134434275,0.107200613,0.16280124,0.101034252,0.137795714,0,0,0.122856141,0,0,0.190680877,0.137795714,0.089930271,0.092299444,0.125896568,0.089736914,0.132114407,0,0.045616328,0.191618615,0.089377172,0.294384528,0.085963193,0,0,0,0,0.053823661,0,0,0.390279563,0.435126422,0.143195695,0.105186717,0.03653336,0.072014582,0,0,0.312541023,0.07811187,0,0.097327991,0.100453101,0,0.190680877,0.11333187,0.083142619,0,0,0.048522759,0.233509049,0.114686707,0,0.083142619,0,0.084901724,0.038963825,0,0,0,0.137278052,0.11062509,0.047994334,0,0,0.0637081,0,0.114645558,0.048522759,0.05630621,0.096820928,0,0.100198241,0.060937935,0.0373935,1,0.143195695,0.082847706,0,0,0,0,0,0.119470954,0.176227245,0,0.117663757,0.135303895,0,0,0.143195695,0,0,0.233382958,0,0,0.362051461,0.499199985,0.036211174,0.097168559,0.312541023,0.093136995,0.109898333,0,0,0.143195695,0.107200613,0,0,0.061711679
Hemangioma,0,0.379706253,0,0.065795686,0,0.185921373,0,0,0,0,0,0.059973793,0.210457958,0.053179364,0.061604366,0.11877015,0.122265286,0.181710005,0.125458904,0.139863323,0.049067596,0.068686623,0.112264263,0,0.053174848,0.070498806,0.054023452,0.06578297,0,0,0,0,0.063181263,0.059052984,0.122261109,0.065781186,0.143009225,0.221445973,0.065795686,0.052259727,0.053179364,0.073242466,0.117578148,0,0,0,0.176127542,0,0.195253656,0,0,0,0,0,0,0,0,0.385610632,0,0.144655742,0.14044827,0,0.160387006,0,0,0.077864317,0,0,0.16032732,0.148718373,0,0,0,0,0,0,0,0.19772901,0.266293452,0.281331002,0,0.061604366,0.145633841,0,0,0.190545648,0.126683563,0,0.176784664,0.164477045,0,0.385610632,0.20207634,0.152855607,0,0,0.086733877,0,0.375678124,0,0.152855607,0,0.158904287,0.060293754,0,0,0,0.238232441,0.167992797,0,0,0,0,0,0.221445973,0.086733877,0,0.163358747,0,0.173625601,0,0.064089336,0.143195695,1,0.127168567,0,0,0,0,0,0,0.169685536,0,0,0,0,0,0.281331002,0,0,0.123806736,0,0,0.222139287,0.219631659,0,0.18577253,0.190545648,0.171575746,0,0,0,0.281331002,0.195253656,0,0,0
"Carcinoma, Ovarian Epithelial",0,0.166643062,0,0.083638979,0,0.173016015,0,0,0,0,0,0.80501559,0.107156683,0.060340445,0.210716096,0.248368226,0.355291346,0.085848708,0.175856762,0.277055348,0.062389234,0.085886231,0.153818551,0,0.287530256,0.099248363,0.066366414,0.083630105,0,0,0,0,0.355136728,0.306916046,0.342792599,0.15093352,0.27719544,0.096421234,0.083638979,0.059697954,0.060340445,0.26492699,0.158133836,0,0,0,0.08421521,0,0.318658766,0,0,0,0.099030199,0.205959266,0,0,0,0.1785253,0,0.29611185,0.078305707,0,0.071234876,0,0.073410101,0.275451308,0,0,0.071218861,0.135174432,0,0,0,0,0.032472109,0,0,0.103014171,0.143735282,0.127168567,0,0.210716096,0.17851683,0,0,0.088347118,0.354775871,0,0.10069651,0.268345742,0,0.1785253,0.124086963,0.125983921,0,0.183083709,0.113050974,0,0.139302782,0,0.125983921,0,0.064842682,0.232754466,0,0.041921279,0,0.158923516,0.215202558,0.052427315,0,0,0,0,0.342732345,0.113050974,0,0.080333019,0,0.324771468,0.06572023,0.37791265,0.082847706,0.127168567,1,0,0,0,0,0,0.040382199,0.082285553,0,0,0,0,0,0.127168567,0,0,0.060445667,0,0.117170314,0.110792482,0.110027433,0,0.077647344,0.088347118,0.074158497,0,0,0.059344209,0.127168567,0.318658766,0,0.151239692,0.043204719
Pulmonary Arterial Hypertension,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185137973,0,0,0,0,0,0,0,0.291034075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185137973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22182513,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21213135,0,0,0,0,0,0,0,0,0,0,0
Amyotrophic Lateral Sclerosis,0,0,0,0,0.058213795,0,0,0,0.25376848,0.20606299,0.132904472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153653612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130638239,0,0.0995003,0,0,0,0,0,0.125489123,0,0.098609142,0.126477283,0.101909252,0,0,0,0,0,0,0.101762551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079275502,0,0,0,0.101133788,0,0,0,0.040459509,0.079391234,0,0.042058466,0,0.081852776,0.061902663,0,0,0,0,0,0,0,0,0.253039702,0,0,0,0,0,0,0.09029413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.169223885,0,0,0.039475051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitreoretinopathy, Proliferative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225090012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193784725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.334021086,0,0,0,0,0,0.193784725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congenital Microtia,0,0,0,0,0,0,0,0,0.062062091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05985367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069256301,0.067974865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147719421,0,0,0,0,0,0,0,0,0,0,0,0,0.260552104,0,0,0.093914433,0,0,0,0.064483279,0,0,0,0,0.290301311,0,0,0,0,0.179493227,0,0.200351749,0,0.067606883,0,0,0,0.260919462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.212620837,0,0,0.209761476,0,0,0,0,0,0,0,0,0.216953011,0,0,0,0,0.157012087,0
HIV,0,0,0,0,0,0,0,0.185964106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diabetic Retinopathy,0,0,0.085700892,0,0,0,0.069883308,0,0,0,0,0.05572517,0,0,0,0,0.044404759,0,0.178930827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058129052,0,0,0,0,0,0,0,0,0.065372446,0,0.160217771,0,0.151030298,0,0.183355283,0,0.244151555,0.133999585,0.189667671,0.290355213,0,0.162471793,0,0.128060971,0,0.189667671,0,0,0.167831936,0,0.179068431,0.206577909,0.068557966,0.27142606,0,0,0,0,0,0,0,0.066886476,0,0,0,0,0,0,0,0,0,0,0,0.035247404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055967108,0,0,0,0,0,0.335931382,0,0,0.085685631,0,0,0,0,0,0,0,0.179996129,0,0.119470954,0,0.040382199,0,0,0.334021086,0,0,1,0,0,0,0,0,0.128060971,0,0,0,0,0,0.258176689,0,0,0,0,0,0,0,0,0,0,0,0,0.044334235,0
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",0,0.236890505,0,0.040149912,0,0.111870243,0,0,0,0,0,0.040792816,0.135836255,0.029226239,0.038103372,0.074342571,0.073677615,0.109890494,0.08135615,0.085031738,0.029277166,0.041530393,0.074755881,0,0.031235205,0.046598638,0.031632149,0.040144206,0,0,0,0,0.042597382,0.033933601,0.073773191,0.040142508,0.083743376,0.454385156,0.040149912,0.028829116,0.029226239,0.048057984,0.284414752,0,0,0,0.254556233,0,0.116194837,0,0,0,0,0,0,0,0,0.478615873,0,0.091547669,0.094383055,0,0.091648353,0,0,0.050470156,0,0.455249328,0.217504379,0.086381296,0,0,0,0,0.029887253,0,0,0.306825271,0.233121345,0.169685536,0,0.038103372,0.09094708,0,0,0.149935102,0.075948909,0,0.102330556,0.105592992,0,0.24081052,0.12437429,0.082456576,0,0,0.054937058,0.040790572,0.12464152,0,0.082456576,0,0.084934947,0.040974263,0,0,0,0.15662042,0.117779973,0,0,0,0,0,0.127832631,0.054937058,0,0.101013342,0,0.105852104,0,0.039323559,0.176227245,0.169685536,0.082285553,0,0,0,0,0,0,1,0,0.338430344,0.08415422,0,0,0.603152636,0,0,0.099217476,0,0,0.184079436,0.14048262,0,0.364485002,0.149935102,0.096543462,0.306911554,0,0,0.169685536,0.116194837,0,0,0
Substance-Related Disorders,0,0,0,0,0,0,0,0,0,0.135288019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090601879,0.499490311,0.237831671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237831671,0.237831671,0,0.321886932,0.192487037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myelodysplastic Syndromes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313718902,0,0,0,0.067994052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441211479,0.061891081,0,0,0,0,0,0.045631566,0,0,0.076338964,0.079485099,0,0,0,0,0,0,0.063040985,0,0,0,0,0,0,0,0,0,0,0,0.0596613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117663757,0,0,0,0,0,0,0,0,0.338430344,0,1,0.130320631,0,0,0,0,0,0.042780226,0,0,0.06989917,0,0,0,0.063040985,0,0.492051057,0,0,0,0,0,0,0
"Purpura, Thrombocytopenic",0.082600162,0,0.043034835,0,0.087958001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161944688,0,0,0,0.115642665,0,0,0,0,0,0,0,0,0.181156072,0,0,0,0,0,0,0,0,0,0,0,0.098804412,0.107362025,0,0,0,0,0,0.025235263,0,0,0.127604813,0.130965587,0,0.168203059,0,0,0,0,0.108577382,0,0,0,0,0,0,0,0,0,0,0,0.108026956,0,0,0,0.078828965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09672874,0,0,0,0.105401691,0,0.135303895,0,0,0,0,0,0,0,0,0.08415422,0,0.130320631,1,0,0,0,0,0,0.084152087,0,0,0.117655977,0.093292252,0.075837105,0,0.108577382,0,0.120861697,0,0,0,0,0,0,0.106862114
Metabolic Syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410507286,0,0,0,0,0,0,0,0,0,0,0,0.338422619,0,0,0,0,0,0,0.232265461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369316835,0,0,0,0.194806788,0,0,0,0,0,0,0.082575063,0,0,0.057591028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28999917,0,0,0,0,0,0.169223885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097403662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193784725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193784725,0,0,0.128060971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leukemia, Myeloid",0,0.379706253,0,0.065795686,0,0.185921373,0,0,0,0,0,0.059973793,0.210457958,0.053179364,0.061604366,0.11877015,0.122265286,0.181710005,0.125458904,0.139863323,0.049067596,0.068686623,0.112264263,0,0.053174848,0.070498806,0.054023452,0.06578297,0,0,0,0,0.063181263,0.059052984,0.122261109,0.065781186,0.143009225,0.787136758,0.065795686,0.052259727,0.053179364,0.073242466,0.117578148,0,0,0,0.35005712,0,0.195253656,0,0,0,0,0,0,0,0,0.766409081,0,0.144655742,0.14044827,0,0.160387006,0,0,0.077864317,0,0,0.318653855,0.148718373,0,0,0,0,0,0,0,0.392990484,0.266293452,0.281331002,0,0.061604366,0.145633841,0,0,0.190545648,0.126683563,0,0.176784664,0.164477045,0,0.385610632,0.20207634,0.152855607,0,0,0.086733877,0,0.189018479,0,0.152855607,0,0.158904287,0.060293754,0,0,0,0.238232441,0.167992797,0,0,0,0,0,0.221445973,0.086733877,0,0.163358747,0,0.173625601,0,0.064089336,0.143195695,0.281331002,0.127168567,0,0,0,0,0,0,0.603152636,0,0,0,0,0,1,0,0,0.123806736,0,0,0.222139287,0.219631659,0,0.660334369,0.190545648,0.171575746,0,0,0,0.281331002,0.195253656,0,0,0
Down Syndrome,0,0,0,0,0.049876111,0,0,0,0.169998709,0.043614664,0.040624504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137689721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028727263,0,0,0,0,0,0.166362409,0,0.030557748,0.038558501,0,0,0,0,0,0,0,0,0,0,0.332335957,0,0,0,0,0,0,0,0,0,0,0,0,0.572529273,0,0,0.063405211,0,0,0,0.10438987,0,0,0,0.032632769,0.244822295,0,0,0,0.023437346,0.684477217,0,0.462726029,0,0.117090468,0,0,0,0.159266115,0.061060969,0,0,0,0,0,0,0,0,0,0,0,0,0.039475051,0,0.212620837,0,0,0,0,0,0,0,0,0,1,0,0,0.123380198,0,0,0,0,0,0,0,0,0.222792379,0,0,0,0,0.238718421,0
Psoriasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231139958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070202317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.187795062,0,0,0,0,0,0
Burkitt Lymphoma,0.097963873,0.184691512,0,0.028666887,0.027194546,0.079361311,0,0,0,0,0,0.031462389,0.102136983,0.018725816,0.027378335,0.05288844,0.050773167,0.078137488,0.059828574,0.059631475,0.020089229,0.029527311,0.058183292,0,0.021273162,0.035436306,0.021510992,0.028663588,0,0,0,0,0.032709521,0.02287589,0.050900127,0.028661986,0.056951958,0.089041006,0.028666887,0.018502842,0.018725816,0.036417302,0.116878504,0,0,0,0.273504578,0,0.082020039,0,0,0,0,0,0,0,0,0.182284699,0,0.066510818,0.071784489,0,0.061626286,0,0,0.038024668,0,0.029475101,0.212559649,0.058522254,0,0,0,0,0.049405205,0,0,0.360740192,0.554451132,0.123806736,0.104388581,0.027378335,0.068843592,0,0,0.439645804,0.05223572,0,0.070143465,0.078125022,0,0.182284699,0.090219168,0.052390144,0,0,0.040951692,0.525362901,0.094676,0,0.052390144,0,0.053746795,0.031588286,0,0,0,0.119895989,0.093028164,0,0,0,0,0,0.089041006,0.040951692,0.04708532,0.07257246,0,0.075506857,0.051713799,0.028148661,0.233382958,0.123806736,0.060445667,0,0,0,0,0,0,0.099217476,0,0.042780226,0.084152087,0,0,0.123806736,0,0,1,0,0,0.411488236,0.293185195,0.023112226,0.067903025,0.640316029,0.064471506,0.039340003,0,0,0.123806736,0.082020039,0,0,0.052500409
Cleft Lip,0,0,0,0,0,0,0,0,0.032738475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13702063,0.174007373,0,0.03544389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215609414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046735499,0.039926624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078493773,0,0,0,0,0,0,0,0,0,0,0,0,0.148543704,0,0,0.06063091,0,0,0,0.03392127,0,0,0,0,0.163720538,0,0,0,0,0.105457193,0,0.116794036,0,0.039725079,0,0,0,0.148731054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209761476,0,0,0,0,0,0,0,0,0,0.123380198,0,0,1,0,0,0,0,0,0,0,0,0.125690319,0,0,0,0,0.075077433,0
Diabetic Nephropathies,0,0,0,0,0,0,0,0,0,0,0,0.149280771,0,0,0.260290462,0,0.055346617,0,0,0,0,0,0,0,0.082346445,0,0,0,0,0,0,0,0.121965999,0.089367625,0.30491638,0.064591717,0,0,0,0,0,0.077593618,0,0,0,0,0,0,0,0,0,0,0.331216501,0.168243632,0,0,0,0,0,0,0,0,0,0,0.246108637,0.081442607,0,0,0,0,0,0,0,0,0.038536924,0,0,0,0,0,0,0.416583382,0,0,0,0,0.046336161,0,0.035801567,0.036191581,0,0,0.042547025,0,0,0.232761273,0,0,0,0,0,0,0,0.066265547,0,0.064291635,0,0.052424585,0.270388219,0.339984543,0,0,0,0,0,0,0,0,0.063116987,0,0.213861455,0.103637677,0,0,0.117170314,0,0,0,0,0,0.258176689,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.412139583,0,0,0,0.17371184,0.305882124
Hodgkin Disease,0.048979983,0.2771978,0,0.054716725,0.047589373,0.152886329,0,0,0,0,0,0.052131462,0.175476915,0.043826713,0.05178629,0.103140234,0.104838425,0.150027972,0.109491877,0.118685393,0.041716562,0.056701915,0.092195872,0,0.04464893,0.059906206,0.045245742,0.054708121,0,0,0,0,0.054538246,0.048721377,0.104871962,0.054706505,0.119779327,0.176122739,0.054716725,0.043199663,0.043826713,0.061875659,0.179712829,0,0,0,0.48596122,0,0.159142735,0,0,0,0,0,0,0,0,0.300703928,0,0.12383584,0.122756134,0,0.13173367,0,0,0.065142738,0,0.052586993,0.422758378,0.123757613,0,0,0,0,0.081019131,0,0,0.574560805,0.865005464,0.222139287,0.152602725,0.05178629,0.113567066,0,0,0.605547531,0.108109473,0,0.144251056,0.139852159,0,0.300703928,0.166138112,0.124106046,0,0,0.071237405,0.330207248,0.160314745,0,0.124106046,0,0.128065085,0.05237306,0,0,0,0.198008683,0.14694163,0,0,0,0,0,0.176122739,0.071237405,0.066924337,0.137292658,0,0.144393172,0.074810266,0.053531388,0.362051461,0.222139287,0.110792482,0,0,0,0,0,0,0.184079436,0,0.06989917,0.117655977,0,0,0.222139287,0,0,0.411488236,0,0,1,0.477765352,0.039136705,0.148391429,0.605547531,0.139190643,0.062995896,0,0,0.222139287,0.159142735,0,0,0.07617845
Plasmacytoma,0.05961621,0.273181866,0,0.054222576,0.060943199,0.151429511,0,0,0,0,0,0.051765248,0.173910362,0.043414256,0.051343609,0.102413056,0.104038185,0.148625107,0.108744677,0.117722265,0.041381822,0.056171322,0.091309724,0,0.044265461,0.059422663,0.044851953,0.054214137,0,0,0,0,0.054137435,0.048264788,0.104073155,0.05421253,0.118737124,0.174190592,0.054222576,0.042798897,0.043414256,0.061359815,0.094794244,0,0,0,0.434183753,0,0.157564505,0,0,0,0,0,0,0,0,0.297148814,0,0.122879885,0.121926015,0,0.130473082,0,0,0.064571068,0,0,0.390921401,0.122644974,0,0,0,0,0,0,0,0.494898481,0.561938609,0.219631659,0.168355443,0.051343609,0.112224404,0,0,0.418897427,0.107260532,0,0.142828517,0.138728353,0,0.297148814,0.164552688,0.122857018,0,0,0.070553953,0.267314488,0.159006935,0,0.122857018,0,0.126735222,0.052003444,0,0,0,0.196212007,0.145951671,0,0,0,0,0,0.174190592,0.070553953,0.077466029,0.136117648,0,0.143089334,0.086512725,0.053058399,0.499199985,0.219631659,0.110027433,0,0,0,0,0,0,0.14048262,0,0,0.093292252,0,0,0.219631659,0,0,0.293185195,0,0,0.477765352,1,0.050206683,0.146792501,0.418897427,0.137783534,0,0,0,0.219631659,0.157564505,0,0,0.088080568
